Edad,Sexo,Facultad,Pregunta,Opción,Comentarios
24,F,Veterinaria,4,2,
24,F,Veterinaria,5,3,
24,F,Veterinaria,6,3,
24,F,Veterinaria,7,3,
24,F,Veterinaria,8,2,
24,F,Veterinaria,9,4,
24,F,Veterinaria,10,1,
24,F,Veterinaria,11,2,
24,F,Veterinaria,12,1,
19,F,Veterinaria,1,3,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,3,
19,F,Veterinaria,6,1,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,1,
19,F,Veterinaria,1,2,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,2,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,3,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,4,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
18,M,Veterinaria,1,3,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,3,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,1,
18,M,Veterinaria,6,1,
18,M,Veterinaria,7,2,
18,M,Veterinaria,8,2,
18,M,Veterinaria,9,4,
18,M,Veterinaria,10,4,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,3,
24,F,Veterinaria,1,2,
24,F,Veterinaria,2,3,
24,F,Veterinaria,3,2,
24,F,Veterinaria,4,1,
24,F,Veterinaria,5,4,
24,F,Veterinaria,6,4,
24,F,Veterinaria,7,3,
24,F,Veterinaria,8,2,
24,F,Veterinaria,9,4,
24,F,Veterinaria,10,4,
24,F,Veterinaria,11,2,
24,F,Veterinaria,12,3,
21,M,Veterinaria,1,2,
21,M,Veterinaria,2,3,
21,M,Veterinaria,3,"2,4",
21,M,Veterinaria,4,1,
21,M,Veterinaria,5,3,
21,M,Veterinaria,6,4,
21,M,Veterinaria,7,3,
21,M,Veterinaria,8,1,
21,M,Veterinaria,9,3,
21,M,Veterinaria,10,4,
21,M,Veterinaria,11,2,
21,M,Veterinaria,12,2,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,4,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,3,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,1,
17,F,Veterinaria,1,3,
17,F,Veterinaria,2,3,
17,F,Veterinaria,3,2,
17,F,Veterinaria,4,1,
17,F,Veterinaria,5,1,
17,F,Veterinaria,6,3,
17,F,Veterinaria,7,3,
17,F,Veterinaria,8,1,
17,F,Veterinaria,9,3,
17,F,Veterinaria,10,1,
17,F,Veterinaria,11,2,
17,F,Veterinaria,12,3,
18,M,Veterinaria,1,3,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,2,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,3,
18,M,Veterinaria,6,4,
18,M,Veterinaria,7,4,
18,M,Veterinaria,8,1,
18,M,Veterinaria,9,3,
18,M,Veterinaria,10,4,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,3,
19,F,Veterinaria,1,3,
19,F,Veterinaria,2,4,
19,F,Veterinaria,3,,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,3,
19,F,Veterinaria,6,4,
19,F,Veterinaria,7,1,
19,F,Veterinaria,8,2,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
23,M,Veterinaria,1,2,
23,M,Veterinaria,2,3,
23,M,Veterinaria,3,2,
23,M,Veterinaria,4,1,
23,M,Veterinaria,5,2,
23,M,Veterinaria,6,2,
23,M,Veterinaria,7,3,
23,M,Veterinaria,8,2,
23,M,Veterinaria,9,3,
23,M,Veterinaria,10,1,
23,M,Veterinaria,11,1,
23,M,Veterinaria,12,3,
19,M,Veterinaria,1,3,
19,M,Veterinaria,2,3,
19,M,Veterinaria,3,3,
19,M,Veterinaria,4,1,
19,M,Veterinaria,5,3,
19,M,Veterinaria,6,3,
19,M,Veterinaria,7,2,
19,M,Veterinaria,8,1,
19,M,Veterinaria,9,3,
19,M,Veterinaria,10,4,
19,M,Veterinaria,11,1,
19,M,Veterinaria,12,1,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,3,
19,F,Veterinaria,6,4,
19,F,Veterinaria,7,3,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
22,F,Veterinaria,1,2,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,2,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,3,
22,F,Veterinaria,7,2,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,4,
22,F,Veterinaria,10,4,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,1,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,4,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,2,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,1,
23,F,Veterinaria,1,3,
23,F,Veterinaria,2,3,
23,F,Veterinaria,3,2,
23,F,Veterinaria,4,1,
23,F,Veterinaria,5,3,
23,F,Veterinaria,6,4,
23,F,Veterinaria,7,4,
23,F,Veterinaria,8,3,
23,F,Veterinaria,9,2,
23,F,Veterinaria,10,4,
23,F,Veterinaria,11,2,
23,F,Veterinaria,12,1,
26,M,Veterinaria,1,4,
26,M,Veterinaria,2,3,
26,M,Veterinaria,3,"2,4",
26,M,Veterinaria,4,1,
26,M,Veterinaria,5,3,
26,M,Veterinaria,6,4,
26,M,Veterinaria,7,3,
26,M,Veterinaria,8,1,
26,M,Veterinaria,9,3,
26,M,Veterinaria,10,4,
26,M,Veterinaria,11,2,
26,M,Veterinaria,12,1,
18,M,Veterinaria,1,2,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,3,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,1,
18,M,Veterinaria,6,1,
18,M,Veterinaria,7,2,
18,M,Veterinaria,8,3,
18,M,Veterinaria,9,4,
18,M,Veterinaria,10,1,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,3,
19,F,Veterinaria,1,3,
19,F,Veterinaria,2,4,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,3,
19,F,Veterinaria,6,1,
19,F,Veterinaria,7,4,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,4,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
23,F,Veterinaria,1,3,
23,F,Veterinaria,2,3,
23,F,Veterinaria,3,"2,4",
23,F,Veterinaria,4,1,
23,F,Veterinaria,5,3,
23,F,Veterinaria,6,3,
23,F,Veterinaria,7,3,
23,F,Veterinaria,8,2,
23,F,Veterinaria,9,3,
23,F,Veterinaria,10,4,
23,F,Veterinaria,11,4,
23,F,Veterinaria,12,1,
19,M,Veterinaria,1,4,
19,M,Veterinaria,2,3,
19,M,Veterinaria,3,2,
19,M,Veterinaria,4,2,
19,M,Veterinaria,5,2,
19,M,Veterinaria,6,3,
19,M,Veterinaria,7,3,
19,M,Veterinaria,8,2,
19,M,Veterinaria,9,3,
19,M,Veterinaria,10,4,
19,M,Veterinaria,11,2,
19,M,Veterinaria,12,3,
20,F,Veterinaria,1,3,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,"2,4",
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,3,
20,F,Veterinaria,6,1,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,2,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,4,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,1,
19,F,Veterinaria,1,2,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,3,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,4,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,4,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,1,
19,F,Veterinaria,12,1,
22,M,Veterinaria,1,4,
22,M,Veterinaria,2,3,
22,M,Veterinaria,3,2,
22,M,Veterinaria,4,3,
22,M,Veterinaria,5,3,
22,M,Veterinaria,6,4,
22,M,Veterinaria,7,2,
22,M,Veterinaria,8,1,
22,M,Veterinaria,9,3,
22,M,Veterinaria,10,4,
22,M,Veterinaria,11,2,
22,M,Veterinaria,12,1,
21,F,Veterinaria,1,3,
21,F,Veterinaria,2,3,
21,F,Veterinaria,3,2,
21,F,Veterinaria,4,3,
21,F,Veterinaria,5,3,
21,F,Veterinaria,6,1,
21,F,Veterinaria,7,2,
21,F,Veterinaria,8,1,
21,F,Veterinaria,9,4,
21,F,Veterinaria,10,1,
21,F,Veterinaria,11,2,
21,F,Veterinaria,12,1,
22,F,Veterinaria,1,4,
22,F,Veterinaria,2,4,
22,F,Veterinaria,3,,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,3,
22,F,Veterinaria,7,2,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,3,
22,F,Veterinaria,10,4,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,3,
22,F,Veterinaria,1,3,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,2,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,1,
22,F,Veterinaria,6,4,
22,F,Veterinaria,7,2,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,4,
22,F,Veterinaria,10,1,
22,F,Veterinaria,11,1,
22,F,Veterinaria,12,3,
25,M,Veterinaria,1,4,
25,M,Veterinaria,2,3,
25,M,Veterinaria,3,"2,4",
25,M,Veterinaria,4,1,
25,M,Veterinaria,5,1,
25,M,Veterinaria,6,4,
25,M,Veterinaria,7,3,
25,M,Veterinaria,8,1,
25,M,Veterinaria,9,3,
25,M,Veterinaria,10,3,
25,M,Veterinaria,11,1,
25,M,Veterinaria,12,3,
21,F,Veterinaria,1,1,
21,F,Veterinaria,2,1,
21,F,Veterinaria,3,"2,4",
21,F,Veterinaria,4,2,
21,F,Veterinaria,5,1,
21,F,Veterinaria,6,4,
21,F,Veterinaria,7,3,
21,F,Veterinaria,8,2,
21,F,Veterinaria,9,1,
21,F,Veterinaria,10,4,
21,F,Veterinaria,11,2,
21,F,Veterinaria,12,2,
22,M,Veterinaria,1,4,
22,M,Veterinaria,2,3,
22,M,Veterinaria,3,2,
22,M,Veterinaria,4,1,
22,M,Veterinaria,5,3,
22,M,Veterinaria,6,3,
22,M,Veterinaria,7,2,
22,M,Veterinaria,8,1,
22,M,Veterinaria,9,4,
22,M,Veterinaria,10,4,
22,M,Veterinaria,11,1,
22,M,Veterinaria,12,3,
21,M,Veterinaria,1,4,
21,M,Veterinaria,2,4,
21,M,Veterinaria,3,"2,4",
21,M,Veterinaria,4,3,
21,M,Veterinaria,5,3,
21,M,Veterinaria,6,4,
21,M,Veterinaria,7,2,
21,M,Veterinaria,8,2,
21,M,Veterinaria,9,4,
21,M,Veterinaria,10,4,
21,M,Veterinaria,11,2,
21,M,Veterinaria,12,1,
18,M,Veterinaria,1,3,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,2,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,1,
18,M,Veterinaria,6,4,
18,M,Veterinaria,7,3,
18,M,Veterinaria,8,2,
18,M,Veterinaria,9,3,
18,M,Veterinaria,10,4,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,3,
20,M,Veterinaria,1,4,
20,M,Veterinaria,2,1,
20,M,Veterinaria,3,"2,4",
20,M,Veterinaria,4,2,
20,M,Veterinaria,5,1,
20,M,Veterinaria,6,4,
20,M,Veterinaria,7,2,
20,M,Veterinaria,8,2,
20,M,Veterinaria,9,1,
20,M,Veterinaria,10,4,
20,M,Veterinaria,11,2,
20,M,Veterinaria,12,2,
21,F,Veterinaria,1,3,
21,F,Veterinaria,2,3,
21,F,Veterinaria,3,4,
21,F,Veterinaria,4,1,
21,F,Veterinaria,5,3,
21,F,Veterinaria,6,4,
21,F,Veterinaria,7,3,
21,F,Veterinaria,8,1,
21,F,Veterinaria,9,4,
21,F,Veterinaria,10,4,
21,F,Veterinaria,11,1,
21,F,Veterinaria,12,3,
20,F,Veterinaria,1,4,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,4,
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,3,
20,F,Veterinaria,6,4,
20,F,Veterinaria,7,1,
20,F,Veterinaria,8,4,
20,F,Veterinaria,9,1,
20,F,Veterinaria,10,3,
20,F,Veterinaria,11,1,
20,F,Veterinaria,12,1,
22,F,Veterinaria,1,4,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,"2,4",
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,4,
22,F,Veterinaria,7,2,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,4,
22,F,Veterinaria,10,1,
22,F,Veterinaria,11,1,
22,F,Veterinaria,12,1,
19,M,Veterinaria,1,3,
19,M,Veterinaria,2,,
19,M,Veterinaria,3,2,
19,M,Veterinaria,4,3,
19,M,Veterinaria,5,2,
19,M,Veterinaria,6,4,
19,M,Veterinaria,7,3,
19,M,Veterinaria,8,1,
19,M,Veterinaria,9,3,
19,M,Veterinaria,10,4,
19,M,Veterinaria,11,2,
19,M,Veterinaria,12,1,
19,M,Veterinaria,1,4,
19,M,Veterinaria,2,3,
19,M,Veterinaria,3,3,
19,M,Veterinaria,4,1,
19,M,Veterinaria,5,1,
19,M,Veterinaria,6,4,
19,M,Veterinaria,7,2,
19,M,Veterinaria,8,1,
19,M,Veterinaria,9,2,
19,M,Veterinaria,10,3,
19,M,Veterinaria,11,2,
19,M,Veterinaria,12,1,
20,F,Veterinaria,1,3,
20,F,Veterinaria,2,4,
20,F,Veterinaria,3,4,
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,2,
20,F,Veterinaria,6,3,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,2,
20,F,Veterinaria,9,4,
20,F,Veterinaria,10,4,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,1,
21,F,Veterinaria,1,3,
21,F,Veterinaria,2,3,
21,F,Veterinaria,3,2,
21,F,Veterinaria,4,3,
21,F,Veterinaria,5,1,
21,F,Veterinaria,6,4,
21,F,Veterinaria,7,3,
21,F,Veterinaria,8,1,
21,F,Veterinaria,9,3,
21,F,Veterinaria,10,4,
21,F,Veterinaria,11,2,
21,F,Veterinaria,12,2,
20,F,Veterinaria,1,3,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,2,
20,F,Veterinaria,4,3,
20,F,Veterinaria,5,1,
20,F,Veterinaria,6,1,
20,F,Veterinaria,7,2,
20,F,Veterinaria,8,1,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,1,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,2,
20,M,Veterinaria,1,3,
20,M,Veterinaria,2,3,
20,M,Veterinaria,3,2,
20,M,Veterinaria,4,2,
20,M,Veterinaria,5,3,
20,M,Veterinaria,6,4,
20,M,Veterinaria,7,1,
20,M,Veterinaria,8,1,
20,M,Veterinaria,9,4,
20,M,Veterinaria,10,4,
20,M,Veterinaria,11,2,
20,M,Veterinaria,12,3,
17,F,Veterinaria,1,4,
17,F,Veterinaria,2,3,
17,F,Veterinaria,3,3,
17,F,Veterinaria,4,1,
17,F,Veterinaria,5,3,
17,F,Veterinaria,6,4,
17,F,Veterinaria,7,3,
17,F,Veterinaria,8,2,
17,F,Veterinaria,9,,
17,F,Veterinaria,10,4,
17,F,Veterinaria,11,2,
17,F,Veterinaria,12,1,
23,F,Veterinaria,1,4,
23,F,Veterinaria,2,3,
23,F,Veterinaria,3,3,
23,F,Veterinaria,4,1,
23,F,Veterinaria,5,2,
23,F,Veterinaria,6,3,
23,F,Veterinaria,7,2,
23,F,Veterinaria,8,2,
23,F,Veterinaria,9,3,
23,F,Veterinaria,10,1,
23,F,Veterinaria,11,1,
23,F,Veterinaria,12,1,
21,F,Veterinaria,1,4,
21,F,Veterinaria,2,3,
21,F,Veterinaria,3,3,
21,F,Veterinaria,4,1,
21,F,Veterinaria,5,2,
21,F,Veterinaria,6,3,
21,F,Veterinaria,7,2,
21,F,Veterinaria,8,1,
21,F,Veterinaria,9,3,
21,F,Veterinaria,10,1,
21,F,Veterinaria,11,2,
21,F,Veterinaria,12,3,
22,F,Veterinaria,1,3,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,2,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,1,
22,F,Veterinaria,6,3,
22,F,Veterinaria,7,3,
22,F,Veterinaria,8,2,
22,F,Veterinaria,9,3,
22,F,Veterinaria,10,4,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,3,
22,M,Veterinaria,1,4,
22,M,Veterinaria,2,3,
22,M,Veterinaria,3,3,
22,M,Veterinaria,4,1,
22,M,Veterinaria,5,2,
22,M,Veterinaria,6,4,
22,M,Veterinaria,7,4,
22,M,Veterinaria,8,2,
22,M,Veterinaria,9,4,
22,M,Veterinaria,10,3,
22,M,Veterinaria,11,2,
22,M,Veterinaria,12,1,
24,M,Veterinaria,1,3,
24,M,Veterinaria,2,3,
24,M,Veterinaria,3,2,
24,M,Veterinaria,4,2,
24,M,Veterinaria,5,3,
24,M,Veterinaria,6,3,
24,M,Veterinaria,7,3,
24,M,Veterinaria,8,2,
24,M,Veterinaria,9,3,
24,M,Veterinaria,10,4,
24,M,Veterinaria,11,2,
24,M,Veterinaria,12,3,
20,M,Veterinaria,1,4,
20,M,Veterinaria,2,3,
20,M,Veterinaria,3,2,
20,M,Veterinaria,4,2,
20,M,Veterinaria,5,3,
20,M,Veterinaria,6,3,
20,M,Veterinaria,7,3,
20,M,Veterinaria,8,1,
20,M,Veterinaria,9,3,
20,M,Veterinaria,10,4,
20,M,Veterinaria,11,2,
20,M,Veterinaria,12,2,
18,M,Veterinaria,1,3,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,2,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,2,
18,M,Veterinaria,6,1,
18,M,Veterinaria,7,2,
18,M,Veterinaria,8,3,
18,M,Veterinaria,9,3,
18,M,Veterinaria,10,3,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,1,
19,M,Veterinaria,1,4,
19,M,Veterinaria,2,3,
19,M,Veterinaria,3,2,
19,M,Veterinaria,4,1,
19,M,Veterinaria,5,3,
19,M,Veterinaria,6,4,
19,M,Veterinaria,7,3,
19,M,Veterinaria,8,1,
19,M,Veterinaria,9,4,
19,M,Veterinaria,10,1,
19,M,Veterinaria,11,2,
19,M,Veterinaria,12,3,
24,F,Veterinaria,1,4,
24,F,Veterinaria,2,3,
24,F,Veterinaria,3,"2,4",
24,F,Veterinaria,4,1,
24,F,Veterinaria,5,3,
24,F,Veterinaria,6,4,
24,F,Veterinaria,7,2,
24,F,Veterinaria,8,1,
24,F,Veterinaria,9,2,
24,F,Veterinaria,10,4,
24,F,Veterinaria,11,2,
24,F,Veterinaria,12,1,
24,F,Veterinaria,1,3,
24,F,Veterinaria,2,3,
24,F,Veterinaria,3,"3,4",
24,F,Veterinaria,4,4,
24,F,Veterinaria,5,2,
24,F,Veterinaria,6,3,
24,F,Veterinaria,7,2,
24,F,Veterinaria,8,2,
24,F,Veterinaria,9,3,
24,F,Veterinaria,10,4,
24,F,Veterinaria,11,1,
24,F,Veterinaria,12,1,
21,F,Veterinaria,1,4,
21,F,Veterinaria,2,3,
21,F,Veterinaria,3,2,
21,F,Veterinaria,4,1,
21,F,Veterinaria,5,1,
21,F,Veterinaria,6,4,
21,F,Veterinaria,7,3,
21,F,Veterinaria,8,1,
21,F,Veterinaria,9,4,
21,F,Veterinaria,10,4,
21,F,Veterinaria,11,2,
21,F,Veterinaria,12,1,
22,F,Veterinaria,1,2,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,2,
22,F,Veterinaria,4,2,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,3,
22,F,Veterinaria,7,4,
22,F,Veterinaria,8,2,
22,F,Veterinaria,9,3,
22,F,Veterinaria,10,4,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,4,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,3,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,3,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,1,
19,F,Veterinaria,12,1,
20,F,Veterinaria,1,3,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,2,
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,3,
20,F,Veterinaria,6,4,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,1,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,4,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,3,
23,F,Veterinaria,1,4,
23,F,Veterinaria,2,3,
23,F,Veterinaria,3,2,
23,F,Veterinaria,4,1,
23,F,Veterinaria,5,1,
23,F,Veterinaria,6,4,
23,F,Veterinaria,7,1,
23,F,Veterinaria,8,2,
23,F,Veterinaria,9,3,
23,F,Veterinaria,10,1,
23,F,Veterinaria,11,2,
23,F,Veterinaria,12,2,
20,F,Veterinaria,1,3,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,2,
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,4,
20,F,Veterinaria,6,3,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,1,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,1,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,1,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,2,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,3,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,1,
23,M,Veterinaria,1,4,
23,M,Veterinaria,2,3,
23,M,Veterinaria,3,2,
23,M,Veterinaria,4,2,
23,M,Veterinaria,5,1,
23,M,Veterinaria,6,4,
23,M,Veterinaria,7,3,
23,M,Veterinaria,8,2,
23,M,Veterinaria,9,2,
23,M,Veterinaria,10,1,
23,M,Veterinaria,11,1,
23,M,Veterinaria,12,1,
20,M,Veterinaria,1,4,
20,M,Veterinaria,2,3,
20,M,Veterinaria,3,3,
20,M,Veterinaria,4,1,
20,M,Veterinaria,5,2,
20,M,Veterinaria,6,4,
20,M,Veterinaria,7,1,
20,M,Veterinaria,8,1,
20,M,Veterinaria,9,3,
20,M,Veterinaria,10,4,
20,M,Veterinaria,11,2,
20,M,Veterinaria,12,1,
22,M,Veterinaria,1,3,
22,M,Veterinaria,2,3,
22,M,Veterinaria,3,3,
22,M,Veterinaria,4,2,
22,M,Veterinaria,5,1,
22,M,Veterinaria,6,1,
22,M,Veterinaria,7,2,
22,M,Veterinaria,8,1,
22,M,Veterinaria,9,3,
22,M,Veterinaria,10,4,
22,M,Veterinaria,11,2,
22,M,Veterinaria,12,1,
21,M,Veterinaria,1,4,
21,M,Veterinaria,2,3,
21,M,Veterinaria,3,2,
21,M,Veterinaria,4,3,
21,M,Veterinaria,5,1,
21,M,Veterinaria,6,4,
21,M,Veterinaria,7,3,
21,M,Veterinaria,8,2,
21,M,Veterinaria,9,4,
21,M,Veterinaria,10,4,
21,M,Veterinaria,11,2,
21,M,Veterinaria,12,1,
26,M,Veterinaria,1,3,
26,M,Veterinaria,2,3,
26,M,Veterinaria,3,2,
26,M,Veterinaria,4,1,
26,M,Veterinaria,5,3,
26,M,Veterinaria,6,1,
26,M,Veterinaria,7,2,
26,M,Veterinaria,8,1,
26,M,Veterinaria,9,3,
26,M,Veterinaria,10,4,
26,M,Veterinaria,11,2,
26,M,Veterinaria,12,1,
18,M,Veterinaria,1,4,
18,M,Veterinaria,2,3,
18,M,Veterinaria,3,2,
18,M,Veterinaria,4,1,
18,M,Veterinaria,5,1,
18,M,Veterinaria,6,3,
18,M,Veterinaria,7,3,
18,M,Veterinaria,8,2,
18,M,Veterinaria,9,4,
18,M,Veterinaria,10,4,
18,M,Veterinaria,11,2,
18,M,Veterinaria,12,1,
22,F,Veterinaria,1,1,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,3,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,3,
22,F,Veterinaria,7,2,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,3,
22,F,Veterinaria,10,1,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,3,
22,F,Veterinaria,1,4,
22,F,Veterinaria,2,3,
22,F,Veterinaria,3,3,
22,F,Veterinaria,4,1,
22,F,Veterinaria,5,3,
22,F,Veterinaria,6,4,
22,F,Veterinaria,7,1,
22,F,Veterinaria,8,1,
22,F,Veterinaria,9,3,
22,F,Veterinaria,10,4,
22,F,Veterinaria,11,2,
22,F,Veterinaria,12,1,
19,F,Veterinaria,1,3,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
19,F,Veterinaria,1,4,
19,F,Veterinaria,2,4,
19,F,Veterinaria,3,3,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,4,
19,F,Veterinaria,7,3,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,1,
19,F,Veterinaria,10,1,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,1,
19,F,Veterinaria,1,3,
19,F,Veterinaria,2,3,
19,F,Veterinaria,3,2,
19,F,Veterinaria,4,1,
19,F,Veterinaria,5,1,
19,F,Veterinaria,6,3,
19,F,Veterinaria,7,2,
19,F,Veterinaria,8,1,
19,F,Veterinaria,9,3,
19,F,Veterinaria,10,4,
19,F,Veterinaria,11,2,
19,F,Veterinaria,12,3,
20,F,Veterinaria,1,4,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,2,
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,1,
20,F,Veterinaria,6,4,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,1,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,4,
20,F,Veterinaria,11,2,
20,F,Veterinaria,12,3,
20,F,Veterinaria,1,2,
20,F,Veterinaria,2,3,
20,F,Veterinaria,3,"2,4",
20,F,Veterinaria,4,1,
20,F,Veterinaria,5,3,
20,F,Veterinaria,6,4,
20,F,Veterinaria,7,3,
20,F,Veterinaria,8,3,
20,F,Veterinaria,9,3,
20,F,Veterinaria,10,4,
