Edad,Sexo,Facultad,Pregunta,Opción,Comentarios
25,M,Música,7,2,
25,M,Música,8,2,
25,M,Música,9,3,
25,M,Música,10,4,
25,M,Música,11,2,
25,M,Música,12,3,
22,M,Música,1,4,
22,M,Música,2,3,
22,M,Música,3,2,
22,M,Música,4,3,
22,M,Música,5,1,
22,M,Música,6,1,
22,M,Música,7,2,
22,M,Música,8,4,
22,M,Música,9,4,
22,M,Música,10,3,
22,M,Música,11,2,
22,M,Música,12,1,
23,M,Música,1,3,
23,M,Música,2,3,
23,M,Música,3,2,
23,M,Música,4,3,
23,M,Música,5,1,
23,M,Música,6,4,
23,M,Música,7,4,
23,M,Música,8,3,
23,M,Música,9,3,
23,M,Música,10,1,
23,M,Música,11,2,
23,M,Música,12,1,
18,M,Música,1,3,
18,M,Música,2,3,
18,M,Música,3,4,
18,M,Música,4,1,
18,M,Música,5,2,
18,M,Música,6,3,
18,M,Música,7,3,
18,M,Música,8,2,
18,M,Música,9,3,
18,M,Música,10,4,
18,M,Música,11,2,
18,M,Música,12,2,
24,M,Música,1,4,
24,M,Música,2,3,
24,M,Música,3,"3,4",
24,M,Música,4,1,
24,M,Música,5,2,
24,M,Música,6,3,
24,M,Música,7,2,
24,M,Música,8,1,
24,M,Música,9,4,
24,M,Música,10,4,
24,M,Música,11,2,
24,M,Música,12,1,
19,M,Música,1,3,
19,M,Música,2,3,
19,M,Música,3,"3,4",
19,M,Música,4,3,
19,M,Música,5,1,
19,M,Música,6,1,
19,M,Música,7,4,
19,M,Música,8,2,
19,M,Música,9,2,
19,M,Música,10,1,
19,M,Música,11,2,
19,M,Música,12,3,
23,M,Música,1,2,
23,M,Música,2,3,
23,M,Música,3,4,
23,M,Música,4,1,
23,M,Música,5,1,
23,M,Música,6,1,
23,M,Música,7,2,
23,M,Música,8,2,
23,M,Música,9,3,
23,M,Música,10,1,
23,M,Música,11,2,
23,M,Música,12,1,
24,F,Música,1,2,
24,F,Música,2,3,
24,F,Música,3,2,
24,F,Música,4,1,
24,F,Música,5,1,
24,F,Música,6,3,
24,F,Música,7,2,
24,F,Música,8,2,
24,F,Música,9,3,
24,F,Música,10,3,
24,F,Música,11,2,
24,F,Música,12,1,
25,M,Música,1,3,
25,M,Música,2,3,
25,M,Música,3,4,
25,M,Música,4,1,
25,M,Música,5,3,
25,M,Música,6,1,
25,M,Música,7,1,
25,M,Música,8,1,
25,M,Música,9,3,
25,M,Música,10,1,
25,M,Música,11,2,
25,M,Música,12,1,
22,M,Música,1,3,
22,M,Música,2,3,
22,M,Música,3,2,
22,M,Música,4,3,
22,M,Música,5,2,
22,M,Música,6,1,
22,M,Música,7,2,
22,M,Música,8,4,
22,M,Música,9,2,
22,M,Música,10,3,
22,M,Música,11,2,
22,M,Música,12,3,
19,M,Música,1,3,
19,M,Música,2,3,
19,M,Música,3,3,
19,M,Música,4,1,
19,M,Música,5,4,
19,M,Música,6,3,
19,M,Música,7,1,
19,M,Música,8,1,
19,M,Música,9,3,
19,M,Música,10,4,
19,M,Música,11,2,
19,M,Música,12,3,
18,M,Música,1,3,
18,M,Música,2,3,
18,M,Música,3,2,
18,M,Música,4,1,
18,M,Música,5,1,
18,M,Música,6,1,
18,M,Música,7,2,
18,M,Música,8,1,
18,M,Música,9,3,
18,M,Música,10,4,
18,M,Música,11,2,
18,M,Música,12,3,
21,M,Música,1,1,
21,M,Música,2,3,
21,M,Música,3,4,
21,M,Música,4,1,
21,M,Música,5,1,
21,M,Música,6,1,
21,M,Música,7,2,
21,M,Música,8,2,
21,M,Música,9,4,
21,M,Música,10,1,
21,M,Música,11,2,
21,M,Música,12,2,
29,M,Música,1,3,
29,M,Música,2,3,
29,M,Música,3,3,
29,M,Música,4,1,
29,M,Música,5,1,
29,M,Música,6,2,
29,M,Música,7,3,
29,M,Música,8,1,
29,M,Música,9,3,
29,M,Música,10,1,
29,M,Música,11,2,
29,M,Música,12,1,
25,F,Música,1,1,
25,F,Música,2,3,
25,F,Música,3,3,
25,F,Música,4,1,
25,F,Música,5,3,
25,F,Música,6,4,
25,F,Música,7,2,
25,F,Música,8,1,
25,F,Música,9,3,
25,F,Música,10,4,
25,F,Música,11,3,
25,F,Música,12,1,
29,M,Música,1,3,
29,M,Música,2,3,
29,M,Música,3,"3,4",
29,M,Música,4,1,
29,M,Música,5,3,
29,M,Música,6,1,
29,M,Música,7,3,
29,M,Música,8,2,
29,M,Música,9,3,
29,M,Música,10,4,
29,M,Música,11,2,
29,M,Música,12,1,
32,M,Música,1,4,
32,M,Música,2,3,
32,M,Música,3,3,
32,M,Música,4,1,
32,M,Música,5,1,
32,M,Música,6,3,
32,M,Música,7,4,
32,M,Música,8,3,
32,M,Música,9,3,
32,M,Música,10,4,
32,M,Música,11,2,
32,M,Música,12,1,
29,M,Música,1,2,
29,M,Música,2,3,
29,M,Música,3,2,
29,M,Música,4,1,
29,M,Música,5,1,
29,M,Música,6,1,
29,M,Música,7,2,
29,M,Música,8,1,
29,M,Música,9,3,
29,M,Música,10,4,
29,M,Música,11,2,
29,M,Música,12,1,
16,F,Música,1,3,
16,F,Música,2,3,
16,F,Música,3,2,
16,F,Música,4,2,
16,F,Música,5,1,
16,F,Música,6,3,
16,F,Música,7,4,
16,F,Música,8,2,
16,F,Música,9,2,
16,F,Música,10,4,
16,F,Música,11,2,
16,F,Música,12,1,
23,F,Música,1,3,
23,F,Música,2,3,
23,F,Música,3,2,
23,F,Música,4,3,
23,F,Música,5,1,
23,F,Música,6,3,
23,F,Música,7,3,
23,F,Música,8,2,
23,F,Música,9,4,
23,F,Música,10,4,
23,F,Música,11,2,
23,F,Música,12,3,
22,M,Música,1,1,
22,M,Música,2,4,
22,M,Música,3,3,
22,M,Música,4,3,
22,M,Música,5,1,
22,M,Música,6,1,
22,M,Música,7,3,
22,M,Música,8,3,
22,M,Música,9,4,
22,M,Música,10,3,
22,M,Música,11,1,
22,M,Música,12,4,
29,M,Música,1,3,
29,M,Música,2,3,
29,M,Música,3,3,
29,M,Música,4,4,
29,M,Música,5,1,
29,M,Música,6,4,
29,M,Música,7,2,
29,M,Música,8,2,
29,M,Música,9,4,
29,M,Música,10,1,
29,M,Música,11,2,
29,M,Música,12,3,
21,M,Música,1,2,
21,M,Música,2,3,
21,M,Música,3,3,
21,M,Música,4,1,
21,M,Música,5,1,
21,M,Música,6,3,
21,M,Música,7,3,
21,M,Música,8,1,
21,M,Música,9,3,
21,M,Música,10,3,
21,M,Música,11,2,
21,M,Música,12,3,
16,M,Música,1,3,
16,M,Música,2,3,
16,M,Música,3,1,
16,M,Música,4,2,
16,M,Música,5,2,
16,M,Música,6,1,
16,M,Música,7,2,
16,M,Música,8,1,
16,M,Música,9,2,
16,M,Música,10,4,
16,M,Música,11,2,
16,M,Música,12,1,
19,M,Música,1,3,
19,M,Música,2,3,
19,M,Música,3,3,
19,M,Música,4,1,
19,M,Música,5,2,
19,M,Música,6,1,
19,M,Música,7,2,
19,M,Música,8,1,
19,M,Música,9,3,
19,M,Música,10,4,
19,M,Música,11,2,
19,M,Música,12,3,
18,F,Música,1,2,
18,F,Música,2,3,
18,F,Música,3,2,
18,F,Música,4,1,
18,F,Música,5,1,
18,F,Música,6,3,
18,F,Música,7,2,
18,F,Música,8,1,
18,F,Música,9,3,
18,F,Música,10,1,
18,F,Música,11,2,
18,F,Música,12,1,
26,M,Música,1,2,
26,M,Música,2,4,
26,M,Música,3,4,
26,M,Música,4,1,
26,M,Música,5,1,
26,M,Música,6,3,
26,M,Música,7,3,
26,M,Música,8,2,
26,M,Música,9,2,
26,M,Música,10,4,
26,M,Música,11,2,
26,M,Música,12,3,
26,M,Música,1,2,
26,M,Música,2,3,
26,M,Música,3,2,
26,M,Música,4,1,
26,M,Música,5,1,
26,M,Música,6,1,
26,M,Música,7,3,
26,M,Música,8,2,
26,M,Música,9,4,
26,M,Música,10,4,
26,M,Música,11,2,
26,M,Música,12,1,
21,M,Ingeniería,1,2,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,2,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,4,
21,M,Ingeniería,7,3,
21,M,Ingeniería,8,1,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,1,
21,M,Ingeniería,1,2,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,2,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,4,
21,M,Ingeniería,6,2,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,3,
21,M,Ingeniería,9,4,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,1,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,3,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,2,
21,M,Ingeniería,9,2,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,1,
21,M,Ingeniería,12,1,
19,M,Ingeniería,1,3,
19,M,Ingeniería,2,3,
19,M,Ingeniería,3,3,
19,M,Ingeniería,4,1,
19,M,Ingeniería,5,1,
19,M,Ingeniería,6,3,
19,M,Ingeniería,7,3,
19,M,Ingeniería,8,1,
19,M,Ingeniería,9,3,
19,M,Ingeniería,10,4,
19,M,Ingeniería,11,2,
19,M,Ingeniería,12,2,
19,M,Ingeniería,1,3,
19,M,Ingeniería,2,3,
19,M,Ingeniería,3,2,
19,M,Ingeniería,4,1,
19,M,Ingeniería,5,1,
19,M,Ingeniería,6,1,
19,M,Ingeniería,7,2,
19,M,Ingeniería,8,1,
19,M,Ingeniería,9,1,
19,M,Ingeniería,10,1,
19,M,Ingeniería,11,2,
19,M,Ingeniería,12,3,
19,M,Ingeniería,1,3,
19,M,Ingeniería,2,3,
19,M,Ingeniería,3,3,
19,M,Ingeniería,4,2,
19,M,Ingeniería,5,2,
19,M,Ingeniería,6,3,
19,M,Ingeniería,7,3,
19,M,Ingeniería,8,1,
19,M,Ingeniería,9,3,
19,M,Ingeniería,10,4,
19,M,Ingeniería,11,2,
19,M,Ingeniería,12,2,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,"2,4",
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,3,
20,M,Ingeniería,7,4,
20,M,Ingeniería,8,4,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,2,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,2,
20,M,Ingeniería,4,3,
20,M,Ingeniería,5,4,
20,M,Ingeniería,6,4,
20,M,Ingeniería,7,3,
20,M,Ingeniería,8,4,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,1,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,1,
20,M,Ingeniería,1,2,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,2,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,4,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,1,
20,M,Ingeniería,12,3,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,2,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,1,
20,M,Ingeniería,7,3,
20,M,Ingeniería,8,2,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,1,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,3,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,1,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,1,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,2,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,2,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,3,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,1,
20,M,Ingeniería,12,1,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,4,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,3,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,3,
20,M,Ingeniería,10,3,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,3,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,2,
21,M,Ingeniería,5,3,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,1,
21,M,Ingeniería,8,1,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,1,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,4,
21,M,Ingeniería,4,2,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,3,
21,M,Ingeniería,9,4,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,4,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,3,
21,M,Ingeniería,8,3,
21,M,Ingeniería,9,4,
21,M,Ingeniería,10,1,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,2,
21,M,Ingeniería,4,3,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,2,
21,M,Ingeniería,7,3,
21,M,Ingeniería,8,2,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,1,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,"2,4",
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,3,
21,M,Ingeniería,6,2,
21,M,Ingeniería,7,4,
21,M,Ingeniería,8,3,
21,M,Ingeniería,9,4,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,1,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,2,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,4,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,3,
21,M,Ingeniería,8,2,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,3,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,1,
21,M,Ingeniería,9,2,
21,M,Ingeniería,10,3,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,2,
21,M,Ingeniería,1,4,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,4,
21,M,Ingeniería,7,1,
21,M,Ingeniería,8,4,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,1,
21,M,Ingeniería,11,1,
21,M,Ingeniería,12,1,
21,M,Ingeniería,1,3,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,2,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,2,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,1,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,1,
21,M,Ingeniería,1,2,
21,M,Ingeniería,2,3,
21,M,Ingeniería,3,3,
21,M,Ingeniería,4,1,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,1,
21,M,Ingeniería,7,2,
21,M,Ingeniería,8,2,
21,M,Ingeniería,9,2,
21,M,Ingeniería,10,3,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,3,
21,M,Ingeniería,1,1,
21,M,Ingeniería,2,1,
21,M,Ingeniería,3,4,
21,M,Ingeniería,4,4,
21,M,Ingeniería,5,1,
21,M,Ingeniería,6,4,
21,M,Ingeniería,7,1,
21,M,Ingeniería,8,3,
21,M,Ingeniería,9,3,
21,M,Ingeniería,10,4,
21,M,Ingeniería,11,2,
21,M,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,3,
20,F,Ingeniería,4,3,
20,F,Ingeniería,5,2,
20,F,Ingeniería,6,3,
20,F,Ingeniería,7,3,
20,F,Ingeniería,8,2,
20,F,Ingeniería,9,4,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,3,
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,4,
20,F,Ingeniería,7,2,
20,F,Ingeniería,8,1,
20,F,Ingeniería,9,4,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,1,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,4,
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,1,
20,F,Ingeniería,7,2,
20,F,Ingeniería,8,1,
20,F,Ingeniería,9,4,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,1,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,"2,4",
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,3,
20,F,Ingeniería,7,3,
20,F,Ingeniería,8,2,
20,F,Ingeniería,9,3,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,3,
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,1,
20,F,Ingeniería,7,2,
20,F,Ingeniería,8,1,
20,F,Ingeniería,9,3,
20,F,Ingeniería,10,3,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,2,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,2,
20,F,Ingeniería,4,2,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,1,
20,F,Ingeniería,7,2,
20,F,Ingeniería,8,2,
20,F,Ingeniería,9,4,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,3,
20,F,Ingeniería,1,2,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,4,
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,2,
20,F,Ingeniería,7,3,
20,F,Ingeniería,8,1,
20,F,Ingeniería,9,3,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,2,
20,F,Ingeniería,4,1,
20,F,Ingeniería,5,1,
20,F,Ingeniería,6,1,
20,F,Ingeniería,7,2,
20,F,Ingeniería,8,1,
20,F,Ingeniería,9,3,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,1,
20,F,Ingeniería,12,1,
20,F,Ingeniería,1,3,
20,F,Ingeniería,2,3,
20,F,Ingeniería,3,3,
20,F,Ingeniería,4,4,
20,F,Ingeniería,5,4,
20,F,Ingeniería,6,3,
20,F,Ingeniería,7,4,
20,F,Ingeniería,8,2,
20,F,Ingeniería,9,4,
20,F,Ingeniería,10,4,
20,F,Ingeniería,11,2,
20,F,Ingeniería,12,3,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,3,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,2,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,3,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,1,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,1,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,2,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,4,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,3,
22,M,Ingeniería,6,1,
22,M,Ingeniería,7,4,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,4,
22,M,Ingeniería,10,1,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,3,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,3,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,2,
22,M,Ingeniería,6,2,
22,M,Ingeniería,7,2,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,1,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,2,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,3,
22,M,Ingeniería,4,3,
22,M,Ingeniería,5,4,
22,M,Ingeniería,6,4,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,2,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,1,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,3,
22,M,Ingeniería,1,2,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,4,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,4,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,1,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,3,
22,M,Ingeniería,7,2,
22,M,Ingeniería,8,2,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,3,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,4,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,3,
22,M,Ingeniería,7,2,
22,M,Ingeniería,8,1,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,4,
22,M,Ingeniería,5,2,
22,M,Ingeniería,6,1,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,4,
22,M,Ingeniería,10,1,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,3,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,4,
22,M,Ingeniería,5,2,
22,M,Ingeniería,6,1,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,4,
22,M,Ingeniería,10,1,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,3,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,4,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,3,
22,M,Ingeniería,5,2,
22,M,Ingeniería,6,1,
22,M,Ingeniería,7,4,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,2,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,3,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,2,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,1,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,1,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,2,
22,M,Ingeniería,7,3,
22,M,Ingeniería,8,1,
22,M,Ingeniería,9,4,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
22,M,Ingeniería,1,3,
22,M,Ingeniería,2,3,
22,M,Ingeniería,3,2,
22,M,Ingeniería,4,1,
22,M,Ingeniería,5,1,
22,M,Ingeniería,6,2,
22,M,Ingeniería,7,2,
22,M,Ingeniería,8,3,
22,M,Ingeniería,9,3,
22,M,Ingeniería,10,4,
22,M,Ingeniería,11,2,
22,M,Ingeniería,12,1,
20,M,Ingeniería,1,2,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,2,
20,M,Ingeniería,4,3,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,3,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,1,
20,M,Ingeniería,1,2,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,1,
20,M,Ingeniería,4,2,
20,M,Ingeniería,5,4,
20,M,Ingeniería,6,1,
20,M,Ingeniería,7,4,
20,M,Ingeniería,8,3,
20,M,Ingeniería,9,1,
20,M,Ingeniería,10,4,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,3,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,3,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,3,
20,M,Ingeniería,6,1,
20,M,Ingeniería,7,3,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,2,
20,M,Ingeniería,10,1,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,3,
20,M,Ingeniería,1,1,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,3,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,1,
20,M,Ingeniería,7,3,
20,M,Ingeniería,8,3,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,1,
20,M,Ingeniería,11,2,
20,M,Ingeniería,12,3,
20,M,Ingeniería,1,3,
20,M,Ingeniería,2,3,
20,M,Ingeniería,3,4,
20,M,Ingeniería,4,1,
20,M,Ingeniería,5,1,
20,M,Ingeniería,6,3,
20,M,Ingeniería,7,2,
20,M,Ingeniería,8,1,
20,M,Ingeniería,9,4,
20,M,Ingeniería,10,1,
20,M,Ingeniería,11,1,
20,M,Ingeniería,12,2,
