Edad,Sexo,Facultad,Pregunta,Opción,Comentarios,Pregunta_texto,Llave,Respuesta_texto
17,F,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
17,F,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
17,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
17,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
17,F,Ciencias Políticas,12,2,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,122,No
24,F,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
24,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
24,F,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
24,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
24,F,Ciencias Políticas,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
24,F,Ciencias Políticas,6,2,,¿Sabes qué hacer ante una situación de maltrato animal?,62,Me acerco a un policía
24,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
24,F,Ciencias Políticas,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
24,F,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
24,F,Ciencias Políticas,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
24,F,Ciencias Políticas,11,3,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",113,Soy vegetariano
24,F,Ciencias Políticas,12,4,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,124,Sólo los abogados pueden redactar leyes
24,F,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
24,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
24,F,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
24,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
24,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
24,F,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
24,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
24,F,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
24,F,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
24,F,Ciencias Políticas,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
24,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
24,F,Ciencias Políticas,12,4,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,124,Sólo los abogados pueden redactar leyes
18,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
18,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
18,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Ciencias Políticas,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
18,M,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
18,M,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
18,M,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
18,M,Ciencias Políticas,9,1,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,91,"No deben ser representados, no tiene sentido"
18,M,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
18,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
18,M,Ciencias Políticas,12,2,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,122,No
18,M,Ciencias Políticas,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
18,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
18,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Ciencias Políticas,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
18,M,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
18,M,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
18,M,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
18,M,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
18,M,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
18,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
18,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
18,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
18,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
18,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Ciencias Políticas,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
18,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
18,M,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
18,M,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
18,M,Ciencias Políticas,9,2,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,92,Los animales no se pueden representar en los juicios
18,M,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
18,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
18,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
18,M,Ciencias Políticas,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
18,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
18,M,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
18,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
18,M,Ciencias Políticas,5,4,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,54,Persona no humana
18,M,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
18,M,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
18,M,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
18,M,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
18,M,Ciencias Políticas,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
18,M,Ciencias Políticas,11,3,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",113,Soy vegetariano
18,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
25,F,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
25,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
25,F,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
25,F,Ciencias Políticas,4,4,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,44,4. Animales de compañía y animales silvestres
25,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
25,F,Ciencias Políticas,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
25,F,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
25,F,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
25,F,Ciencias Políticas,9,1,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,91,"No deben ser representados, no tiene sentido"
25,F,Ciencias Políticas,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
25,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
25,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
25,F,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
25,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
25,F,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
25,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
25,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
25,F,Ciencias Políticas,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
25,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
25,F,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
25,F,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
25,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
25,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
25,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
25,F,Ciencias Políticas,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
25,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
25,F,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
25,F,Ciencias Políticas,4,3,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,43,3. Opciones 2 y 4
25,F,Ciencias Políticas,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
25,F,Ciencias Políticas,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
25,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
25,F,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
25,F,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
25,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
25,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
25,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
23,F,Ciencias Políticas,1,2,,¿Conoces de la existencia del derecho animal?,12,Algo había escuchado
23,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
23,F,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
23,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
23,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
23,F,Ciencias Políticas,6,2,,¿Sabes qué hacer ante una situación de maltrato animal?,62,Me acerco a un policía
23,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
23,F,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
23,F,Ciencias Políticas,9,2,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,92,Los animales no se pueden representar en los juicios
23,F,Ciencias Políticas,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
23,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
23,F,Ciencias Políticas,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
23,F,Ciencias Políticas,1,1,,¿Conoces de la existencia del derecho animal?,11,No
23,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
23,F,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
23,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
23,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
23,F,Ciencias Políticas,6,2,,¿Sabes qué hacer ante una situación de maltrato animal?,62,Me acerco a un policía
23,F,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
23,F,Ciencias Políticas,8,4,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,84,"No, las cárceles están sobresaturadas "
23,F,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
23,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
23,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
23,F,Ciencias Políticas,12,3,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,123,No se cuál es la función de un lingüista 
23,F,Ciencias Políticas,1,1,,¿Conoces de la existencia del derecho animal?,11,No
23,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
23,F,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
23,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
23,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
23,F,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
23,F,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
23,F,Ciencias Políticas,8,4,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,84,"No, las cárceles están sobresaturadas "
23,F,Ciencias Políticas,9,2,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,92,Los animales no se pueden representar en los juicios
23,F,Ciencias Políticas,10,3,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,103,"3. Retiro digno: adopción, jubilación o santuario"
23,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
23,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
23,F,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
23,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
23,F,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
23,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
23,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
23,F,Ciencias Políticas,6,3,,¿Sabes qué hacer ante una situación de maltrato animal?,63,Investigo el procedimiento
23,F,Ciencias Políticas,7,3,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,73,Sí pero es importante capacitar a la c. universitaria
23,F,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
23,F,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
23,F,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
23,F,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
23,F,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
25,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
25,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
25,M,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
25,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
25,M,Ciencias Políticas,5,3,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,53,Cosas (bienes muebles e inmuebles)
25,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
25,M,Ciencias Políticas,7,1,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,71,No
25,M,Ciencias Políticas,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
25,M,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
25,M,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
25,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
25,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
27,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
27,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
27,M,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
27,M,Ciencias Políticas,4,3,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,43,3. Opciones 2 y 4
27,M,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
27,M,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
27,M,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
27,M,Ciencias Políticas,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
27,M,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
27,M,Ciencias Políticas,10,4,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,104,4. Respuestas 1 y 3
27,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
27,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
26,M,Ciencias Políticas,1,3,,¿Conoces de la existencia del derecho animal?,13,Sí pero no conozco del tema
26,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
26,M,Ciencias Políticas,3,3,,¿Qué derechos consideras tienen los animales?,33,"3. Alimentación, salud, movilidad, libertad"
26,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
26,M,Ciencias Políticas,5,2,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,52,Ser sintiente 
26,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
26,M,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
26,M,Ciencias Políticas,8,3,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,83,Tal vez
26,M,Ciencias Políticas,9,4,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,94,Representa un avance en la sociedad 
26,M,Ciencias Políticas,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
26,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
26,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
24,M,Ciencias Políticas,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
24,M,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
24,M,Ciencias Políticas,3,2,,¿Qué derechos consideras tienen los animales?,32,2. Opciones 1 y 3
24,M,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
24,M,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
24,M,Ciencias Políticas,6,1,,¿Sabes qué hacer ante una situación de maltrato animal?,61,No   
24,M,Ciencias Políticas,7,1,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,71,No
24,M,Ciencias Políticas,8,2,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,82,Prefiero la prevención con c. de concientización
24,M,Ciencias Políticas,9,3,,¿Qué opinas de la representación jurídica hacia los animales por parte de los abogados y el Ministerio Público?,93,Es necesaria porque son sujetos de derecho
24,M,Ciencias Políticas,10,1,,¿Qué protecciones básicas consideras viables para los animales de trabajo?,101,"1. Limitación de tiempo, alimentación y reposo"
24,M,Ciencias Políticas,11,2,,"Tratándose de la base de tu alimentación, ¿qué tanto consumes productos cárnicos?",112,Como de todo
24,M,Ciencias Políticas,12,1,,¿Consideras importante que los lingüistas participen en la redacción de las leyes y códigos en materia de derecho animal?,121,"Sí, tienen la capacidad de describir y analizar"
33,F,Ciencias Políticas,1,4,,¿Conoces de la existencia del derecho animal?,14,"Sí, estoy informado"
33,F,Ciencias Políticas,2,3,,¿Consideras que los animales tienen derechos?,23,Sí
33,F,Ciencias Políticas,3,4,,¿Qué derechos consideras tienen los animales?,34,4. Derecho a la vida
33,F,Ciencias Políticas,4,1,,¿Qué animales consideras tienen que ser protegidos jurídicamente?,41,1. Todos los animales 
33,F,Ciencias Políticas,5,1,,¿Cómo crees qué es definido un animal en las leyes mexicanas y el Código Civil Federal?,51,Ser vivo
33,F,Ciencias Políticas,6,4,,¿Sabes qué hacer ante una situación de maltrato animal?,64,"Estoy informado, presento una denuncia"
33,F,Ciencias Políticas,7,2,,¿Consideras importante que los servidores judiciales estén capacitados en materia de derecho animal?,72,Sí
33,F,Ciencias Políticas,8,1,,¿Consideras idónea la prisión como un mecanismo para crear conciencia sobre el bienestar de los animales?,81,Sí
